,serial_number,name,type,rarity,set
2166,38/100,Marshtomp,Fighting,Uncommon,EX Crystal Guardians 
2167,39/100,Nuzleaf,Darkness,Uncommon,EX Crystal Guardians 
2168,40/100,Shuppet,Psychic,Uncommon,EX Crystal Guardians 
2169,41/100,Skitty,Colorless,Uncommon,EX Crystal Guardians 
2170,42/100,Wartortle,Water,Uncommon,EX Crystal Guardians 
2171,43/100,Wartortle,Water,Uncommon,EX Crystal Guardians 
2172,44/100,Aron,Metal,Common,EX Crystal Guardians 
2173,45/100,Bulbasaur,Grass,Common,EX Crystal Guardians 
2174,46/100,Bulbasaur,Grass,Common,EX Crystal Guardians 
2175,47/100,Cacnea,Grass,Common,EX Crystal Guardians 
2176,48/100,Charmander,Fire,Common,EX Crystal Guardians 
2177,49/100,Charmander δ,Lightning,Common,EX Crystal Guardians 
2178,50/100,Diglett,Fighting,Common,EX Crystal Guardians 
2179,51/100,Duskull,Psychic,Common,EX Crystal Guardians 
2180,52/100,Electrike,Lightning,Common,EX Crystal Guardians 
2181,53/100,Jigglypuff,Colorless,Common,EX Crystal Guardians 
2182,54/100,Krabby,Water,Common,EX Crystal Guardians 
2183,55/100,Lotad,Water,Common,EX Crystal Guardians 
2184,56/100,Meditite,Fighting,Common,EX Crystal Guardians 
2185,57/100,Mudkip,Water,Common,EX Crystal Guardians 
2186,58/100,Mudkip,Water,Common,EX Crystal Guardians 
2187,59/100,Numel,Fire,Common,EX Crystal Guardians 
2188,60/100,Seedot,Grass,Common,EX Crystal Guardians 
2189,61/100,Spearow,Colorless,Common,EX Crystal Guardians 
2190,62/100,Spoink,Psychic,Common,EX Crystal Guardians 
2191,63/100,Squirtle,Water,Common,EX Crystal Guardians 
2192,64/100,Squirtle,Water,Common,EX Crystal Guardians 
2193,65/100,Torchic,Fire,Common,EX Crystal Guardians 
2194,66/100,Torchic,Fire,Common,EX Crystal Guardians 
2195,67/100,Treecko,Grass,Common,EX Crystal Guardians 
2196,68/100,Treecko δ,Psychic,Common,EX Crystal Guardians 
2197,69/100,Whismur,Colorless,Common,EX Crystal Guardians 
2198,70/100,Wingull,Water,Common,EX Crystal Guardians 
2199,71/100,Bill's Maintenance,T [Su],Uncommon,EX Crystal Guardians 
2200,72/100,Castaway,T [Su],Uncommon,EX Crystal Guardians 
2201,73/100,Celio's Network,T [Su],Uncommon,EX Crystal Guardians 
2202,74/100,Cessation Crystal,T [Tool],Uncommon,EX Crystal Guardians 
2203,75/100,Crystal Beach,T [St],Uncommon,EX Crystal Guardians 
2204,76/100,Crystal Shard,T [Tool],Uncommon,EX Crystal Guardians 
2205,77/100,Double Full Heal,T,Uncommon,EX Crystal Guardians 
2206,78/100,Dual Ball,T,Uncommon,EX Crystal Guardians 
2207,79/100,Holon Circle,T [St],Uncommon,EX Crystal Guardians 
2208,80/100,Memory Berry,T [Tool],Uncommon,EX Crystal Guardians 
2209,81/100,Mysterious Shard,T [Tool],Uncommon,EX Crystal Guardians 
2210,82/100,Poké Ball,T,Uncommon,EX Crystal Guardians 
2211,83/100,PokéNav,T,Uncommon,EX Crystal Guardians 
2212,84/100,Warp Point,T,Uncommon,EX Crystal Guardians 
2213,85/100,Windstorm,T,Uncommon,EX Crystal Guardians 
2214,86/100,Energy Search,T,Common,EX Crystal Guardians 
2215,87/100,Potion,T,Common,EX Crystal Guardians 
2216,88/100,Double Rainbow Energy,Rainbow,Rare,EX Crystal Guardians 
2217,89/100,Aggron ex,Metal,Rare Holo ex,EX Crystal Guardians 
2218,90/100,Blaziken ex,Fighting,Rare Holo ex,EX Crystal Guardians 
2219,91/100,Delcatty ex,Colorless,Rare Holo ex,EX Crystal Guardians 
2220,92/100,Exploud ex,Colorless,Rare Holo ex,EX Crystal Guardians 
2221,93/100,Groudon ex,Fighting,Rare Holo ex,EX Crystal Guardians 
2222,94/100,Jirachi ex,Psychic,Rare Holo ex,EX Crystal Guardians 
2223,95/100,Kyogre ex,Water,Rare Holo ex,EX Crystal Guardians 
2224,96/100,Sceptile ex δ,Psychic,Rare Holo ex,EX Crystal Guardians 
2225,97/100,Shiftry ex,Darkness,Rare Holo ex,EX Crystal Guardians 
2226,98/100,Swampert ex,Water,Rare Holo ex,EX Crystal Guardians 
2227,99/100,Alakazam,Psychic,ShinyRare Holo,EX Crystal Guardians 
2228,100/100,Celebi,Grass,ShinyRare Holo,EX Crystal Guardians 
2229,1/101,Ampharos δ,Colorless,Rare Holo,EX Dragon Frontiers 
2230,2/101,Feraligatr δ,Lightning,Rare Holo,EX Dragon Frontiers 
2231,3/101,Heracross δ,Fire,Rare Holo,EX Dragon Frontiers 
2232,4/101,Meganium δ,Fighting,Rare Holo,EX Dragon Frontiers 
2233,5/101,Milotic δ,Fire,Rare Holo,EX Dragon Frontiers 
2234,6/101,Nidoking δ,Darkness,Rare Holo,EX Dragon Frontiers 
2235,7/101,Nidoqueen δ,Metal,Rare Holo,EX Dragon Frontiers 
2236,8/101,Ninetales δ,Psychic,Rare Holo,EX Dragon Frontiers 
2237,9/101,Pinsir δ,Fighting,Rare Holo,EX Dragon Frontiers 
2238,10/101,Snorlax δ,Grass,Rare Holo,EX Dragon Frontiers 
2239,11/101,Togetic δ,Water,Rare Holo,EX Dragon Frontiers 
2240,12/101,Typhlosion δ,Psychic,Rare Holo,EX Dragon Frontiers 
2241,13/101,Arbok δ,Fire,Rare,EX Dragon Frontiers 
2242,14/101,Cloyster δ,Fighting,Rare,EX Dragon Frontiers 
2243,15/101,Dewgong δ,Colorless,Rare,EX Dragon Frontiers 
2244,16/101,Gligar δ,Lightning,Rare,EX Dragon Frontiers 
2245,17/101,Jynx δ,Fire,Rare,EX Dragon Frontiers 
2246,18/101,Ledian δ,Metal,Rare,EX Dragon Frontiers 
2247,19/101,Lickitung δ,Psychic,Rare,EX Dragon Frontiers 
2248,20/101,Mantine δ,Lightning,Rare,EX Dragon Frontiers 
2249,21/101,Quagsire δ,Grass,Rare,EX Dragon Frontiers 
2250,22/101,Seadra δ,Fighting,Rare,EX Dragon Frontiers 
2251,23/101,Tropius δ,Metal,Rare,EX Dragon Frontiers 
2252,24/101,Vibrava δ,Psychic,Rare,EX Dragon Frontiers 
2253,25/101,Xatu δ,Darkness,Rare,EX Dragon Frontiers 
2254,26/101,Bayleef δ,Fighting,Uncommon,EX Dragon Frontiers 
2255,27/101,Croconaw δ,Lightning,Uncommon,EX Dragon Frontiers 
2256,28/101,Dragonair δ,Grass,Uncommon,EX Dragon Frontiers 
2257,29/101,Electabuzz δ,Fighting,Uncommon,EX Dragon Frontiers 
2258,30/101,Flaaffy δ,Colorless,Uncommon,EX Dragon Frontiers 
2259,31/101,Horsea δ,Fighting,Uncommon,EX Dragon Frontiers 
2260,32/101,Kirlia,Psychic,Uncommon,EX Dragon Frontiers 
2261,33/101,Kirlia δ,Fire,Uncommon,EX Dragon Frontiers 
2262,34/101,Nidorina δ,Metal,Uncommon,EX Dragon Frontiers 
2263,35/101,Nidorino δ,Darkness,Uncommon,EX Dragon Frontiers 
2264,36/101,Quilava δ,Psychic,Uncommon,EX Dragon Frontiers 
2265,37/101,Seadra δ,Fighting,Uncommon,EX Dragon Frontiers 
2266,38/101,Shelgon δ,Water,Uncommon,EX Dragon Frontiers 
2267,39/101,Smeargle δ,Psychic,Uncommon,EX Dragon Frontiers 
2268,40/101,Swellow δ,Fire,Uncommon,EX Dragon Frontiers 
2269,41/101,Togepi δ,Water,Uncommon,EX Dragon Frontiers 
2270,42/101,Vibrava δ,Psychic,Uncommon,EX Dragon Frontiers 
2271,43/101,Bagon δ,Water,Common,EX Dragon Frontiers 
2272,44/101,Chikorita δ,Fighting,Common,EX Dragon Frontiers 
2273,45/101,Cyndaquil δ,Psychic,Common,EX Dragon Frontiers 
2274,46/101,Dratini δ,Grass,Common,EX Dragon Frontiers 
2275,47/101,Ekans δ,Fire,Common,EX Dragon Frontiers 
2276,48/101,Elekid δ,Fighting,Common,EX Dragon Frontiers 
2277,49/101,Feebas δ,Fire,Common,EX Dragon Frontiers 
2278,50/101,Horsea δ,Fighting,Common,EX Dragon Frontiers 
2279,51/101,Larvitar,Fighting,Common,EX Dragon Frontiers 
2280,52/101,Larvitar δ,Lightning,Common,EX Dragon Frontiers 
2281,53/101,Ledyba δ,Metal,Common,EX Dragon Frontiers 
2282,54/101,Mareep δ,Colorless,Common,EX Dragon Frontiers 
2283,55/101,Natu δ,Darkness,Common,EX Dragon Frontiers 
2284,56/101,Nidoran♀ δ,Metal,Common,EX Dragon Frontiers 
2285,57/101,Nidoran♂ δ,Darkness,Common,EX Dragon Frontiers 
2286,58/101,Pupitar,Fighting,Common,EX Dragon Frontiers 
2287,59/101,Pupitar δ,Lightning,Common,EX Dragon Frontiers 
2288,60/101,Ralts,Psychic,Common,EX Dragon Frontiers 
2289,61/101,Ralts δ,Fire,Common,EX Dragon Frontiers 
2290,62/101,Seel δ,Colorless,Common,EX Dragon Frontiers 
2291,63/101,Shellder δ,Fighting,Common,EX Dragon Frontiers 
2292,64/101,Smoochum δ,Fire,Common,EX Dragon Frontiers 
2293,65/101,Swablu δ,Water,Common,EX Dragon Frontiers 
2294,66/101,Taillow δ,Fire,Common,EX Dragon Frontiers 
2295,67/101,Totodile δ,Lightning,Common,EX Dragon Frontiers 
2296,68/101,Trapinch δ,Psychic,Common,EX Dragon Frontiers 
2297,69/101,Trapinch δ,Psychic,Common,EX Dragon Frontiers 
2298,70/101,Vulpix δ,Psychic,Common,EX Dragon Frontiers 
2299,71/101,Wooper δ,Grass,Common,EX Dragon Frontiers 
2300,72/101,Buffer Piece,T [Tool],Uncommon,EX Dragon Frontiers 
2301,73/101,Copycat,T [Su],Uncommon,EX Dragon Frontiers 
2302,74/101,Holon Legacy,T [St],Uncommon,EX Dragon Frontiers 
2303,75/101,Holon Mentor,T [Su],Uncommon,EX Dragon Frontiers 
2304,76/101,Island Hermit,T [Su],Uncommon,EX Dragon Frontiers 
2305,77/101,Mr. Stone's Project,T [Su],Uncommon,EX Dragon Frontiers 
2306,78/101,Old Rod,T,Uncommon,EX Dragon Frontiers 
2307,79/101,Professor Elm's Training Method,T [Su],Uncommon,EX Dragon Frontiers 
2308,80/101,Professor Oak's Research,T [Su],Uncommon,EX Dragon Frontiers 
2309,81/101,Strength Charm,T [Tool],Uncommon,EX Dragon Frontiers 
2310,82/101,TV Reporter,T [Su],Uncommon,EX Dragon Frontiers 
2311,83/101,Switch,T,Common,EX Dragon Frontiers 
2312,84/101,Holon Energy FF,Colorless,Rare,EX Dragon Frontiers 
2313,85/101,Holon Energy GL,Colorless,Rare,EX Dragon Frontiers 
2314,86/101,Holon Energy WP,Colorless,Rare,EX Dragon Frontiers 
2315,87/101,Boost Energy,Colorless,Uncommon,EX Dragon Frontiers 
2316,88/101,δ Rainbow Energy,Rainbow,Uncommon,EX Dragon Frontiers 
2317,89/101,Scramble Energy,Colorless,Uncommon,EX Dragon Frontiers 
2318,90/101,Altaria ex δ,Water,Rare Holo ex,EX Dragon Frontiers 
2319,91/101,Dragonite ex δ,Grass,Rare Holo ex,EX Dragon Frontiers 
2320,92/101,Flygon ex δ,Psychic,Rare Holo ex,EX Dragon Frontiers 
2321,93/101,Gardevoir ex δ,Fire,Rare Holo ex,EX Dragon Frontiers 
2322,94/101,Kingdra ex δ,Fighting,Rare Holo ex,EX Dragon Frontiers 
2323,95/101,Latias ex δ,Fire,Rare Holo ex,EX Dragon Frontiers 
2324,96/101,Latios ex δ,Water,Rare Holo ex,EX Dragon Frontiers 
2325,97/101,Rayquaza ex δ,Lightning,Rare Holo ex,EX Dragon Frontiers 
2326,98/101,Salamence ex δ,Water,Rare Holo ex,EX Dragon Frontiers 
2327,99/101,Tyranitar ex δ,Lightning,Rare Holo ex,EX Dragon Frontiers 
2328,100/101,Charizard,Darkness,ShinyRare Holo,EX Dragon Frontiers 
2329,101/101,Mew,Water,ShinyRare Holo,EX Dragon Frontiers 
2330,1/108,Aggron,Metal,Rare Holo,EX Power Keepers 
2331,2/108,Altaria,Colorless,Rare Holo,EX Power Keepers 
2332,3/108,Armaldo,Fighting,Rare Holo,EX Power Keepers 
2333,4/108,Banette,Psychic,Rare Holo,EX Power Keepers 
2334,5/108,Blaziken,Fire,Rare Holo,EX Power Keepers 
2335,6/108,Charizard,Fire,Rare Holo,EX Power Keepers 
2336,7/108,Cradily,Grass,Rare Holo,EX Power Keepers 
2337,8/108,Delcatty,Colorless,Rare Holo,EX Power Keepers 
2338,9/108,Gardevoir,Psychic,Rare Holo,EX Power Keepers 
2339,10/108,Kabutops,Fighting,Rare Holo,EX Power Keepers 
2340,11/108,Machamp,Fighting,Rare Holo,EX Power Keepers 
2341,12/108,Raichu,Lightning,Rare Holo,EX Power Keepers 
2342,13/108,Slaking,Colorless,Rare Holo,EX Power Keepers 
2343,14/108,Dusclops,Psychic,Rare,EX Power Keepers 
2344,15/108,Lanturn,Lightning,Rare,EX Power Keepers 
2345,16/108,Magneton,Lightning,Rare,EX Power Keepers 
2346,17/108,Mawile,Metal,Rare,EX Power Keepers 
2347,18/108,Mightyena,Darkness,Rare,EX Power Keepers 
2348,19/108,Ninetales,Fire,Rare,EX Power Keepers 
2349,20/108,Omastar,Water,Rare,EX Power Keepers 
2350,21/108,Pichu,Lightning,Rare,EX Power Keepers 
2351,22/108,Sableye,Psychic,Rare,EX Power Keepers 
2352,23/108,Seviper,Grass,Rare,EX Power Keepers 
2353,24/108,Wobbuffet,Psychic,Rare,EX Power Keepers 
2354,25/108,Zangoose,Colorless,Rare,EX Power Keepers 
2355,26/108,Anorith,Fighting,Uncommon,EX Power Keepers 
2356,27/108,Cacturne,Darkness,Uncommon,EX Power Keepers 
2357,28/108,Charmeleon,Fire,Uncommon,EX Power Keepers 
2358,29/108,Combusken,Fire,Uncommon,EX Power Keepers 
2359,30/108,Glalie,Water,Uncommon,EX Power Keepers 
2360,31/108,Kirlia,Psychic,Uncommon,EX Power Keepers 
2361,32/108,Lairon,Metal,Uncommon,EX Power Keepers 
2362,33/108,Machoke,Fighting,Uncommon,EX Power Keepers 
2363,34/108,Medicham,Fighting,Uncommon,EX Power Keepers 
2364,35/108,Metang,Metal,Uncommon,EX Power Keepers 
2365,36/108,Nuzleaf,Darkness,Uncommon,EX Power Keepers 
2366,37/108,Sealeo,Water,Uncommon,EX Power Keepers 
2367,38/108,Sharpedo,Darkness,Uncommon,EX Power Keepers 
2368,39/108,Shelgon,Colorless,Uncommon,EX Power Keepers 
2369,40/108,Vibrava,Colorless,Uncommon,EX Power Keepers 
2370,41/108,Vigoroth,Colorless,Uncommon,EX Power Keepers 
2371,42/108,Aron,Metal,Common,EX Power Keepers 
2372,43/108,Bagon,Colorless,Common,EX Power Keepers 
2373,44/108,Baltoy,Psychic,Common,EX Power Keepers 
2374,45/108,Beldum,Metal,Common,EX Power Keepers 
2375,46/108,Cacnea,Grass,Common,EX Power Keepers 
2376,47/108,Carvanha,Darkness,Common,EX Power Keepers 
2377,48/108,Charmander,Fire,Common,EX Power Keepers 
2378,49/108,Chinchou,Lightning,Common,EX Power Keepers 
2379,50/108,Duskull,Psychic,Common,EX Power Keepers 
2380,51/108,Kabuto,Fighting,Common,EX Power Keepers 
2381,52/108,Lileep,Grass,Common,EX Power Keepers 
2382,53/108,Machop,Fighting,Common,EX Power Keepers 
2383,54/108,Magnemite,Lightning,Common,EX Power Keepers 
2384,55/108,Meditite,Fighting,Common,EX Power Keepers 
2385,56/108,Omanyte,Water,Common,EX Power Keepers 
2386,57/108,Pikachu,Lightning,Common,EX Power Keepers 
2387,58/108,Poochyena,Darkness,Common,EX Power Keepers 
2388,59/108,Ralts,Psychic,Common,EX Power Keepers 
2389,60/108,Seedot,Grass,Common,EX Power Keepers 
2390,61/108,Shuppet,Psychic,Common,EX Power Keepers 
2391,62/108,Skitty,Colorless,Common,EX Power Keepers 
2392,63/108,Slakoth,Colorless,Common,EX Power Keepers 
2393,64/108,Snorunt,Water,Common,EX Power Keepers 
2394,65/108,Spheal,Water,Common,EX Power Keepers 
2395,66/108,Swablu,Colorless,Common,EX Power Keepers 
2396,67/108,Torchic,Fire,Common,EX Power Keepers 
2397,68/108,Trapinch,Fighting,Common,EX Power Keepers 
2398,69/108,Vulpix,Fire,Common,EX Power Keepers 
2399,70/108,Wynaut,Psychic,Common,EX Power Keepers 
2400,71/108,Battle Frontier,T [St],Uncommon,EX Power Keepers 
2401,72/108,Drake's Stadium,T [St],Uncommon,EX Power Keepers 
2402,73/108,Energy Recycle System,T,Uncommon,EX Power Keepers 
2403,74/108,Energy Removal 2,T,Uncommon,EX Power Keepers 
2404,75/108,Energy Switch,T,Uncommon,EX Power Keepers 
2405,76/108,Glacia's Stadium,T [St],Uncommon,EX Power Keepers 
2406,77/108,Great Ball,T,Uncommon,EX Power Keepers 
2407,78/108,Master Ball,T,Uncommon,EX Power Keepers 
2408,79/108,Phoebe's Stadium,T [St],Uncommon,EX Power Keepers 
2409,80/108,Professor Birch,T [Su],Uncommon,EX Power Keepers 
2410,81/108,Scott,T [Su],Uncommon,EX Power Keepers 
2411,82/108,Sidney's Stadium,T [St],Uncommon,EX Power Keepers 
2412,83/108,Steven's Advice,T [Su],Uncommon,EX Power Keepers 
2413,84/108,Claw Fossil,T,Common,EX Power Keepers 
2414,85/108,Mysterious Fossil,T,Common,EX Power Keepers 
2415,86/108,Root Fossil,T,Common,EX Power Keepers 
2416,87/108,Darkness Energy,Darkness,Rare,EX Power Keepers 
2417,88/108,Metal Energy,Metal,Rare,EX Power Keepers 
2418,89/108,Multi Energy,Rainbow,Rare,EX Power Keepers 
2419,90/108,Cyclone Energy,Colorless,Uncommon,EX Power Keepers 
2420,91/108,Warp Energy,Colorless,Uncommon,EX Power Keepers 
2421,92/108,Absol ex,Darkness,Rare Holo ex,EX Power Keepers 
2422,93/108,Claydol ex,Psychic,Rare Holo ex,EX Power Keepers 
2423,94/108,Flygon ex,Colorless,Rare Holo ex,EX Power Keepers 
2424,95/108,Metagross ex,Metal,Rare Holo ex,EX Power Keepers 
2425,96/108,Salamence ex,Colorless,Rare Holo ex,EX Power Keepers 
2426,97/108,Shiftry ex,Darkness,Rare Holo ex,EX Power Keepers 
2427,98/108,Skarmory ex,Metal,Rare Holo ex,EX Power Keepers 
2428,99/108,Walrein ex,Water,Rare Holo ex,EX Power Keepers 
2429,100/108,Flareon,Fire,ShinyRare Holo,EX Power Keepers 
2430,101/108,Jolteon,Lightning,ShinyRare Holo,EX Power Keepers 
2431,102/108,Vaporeon,Water,ShinyRare Holo,EX Power Keepers 
2432,103/108,Grass Energy,Grass,Rare Holo,EX Power Keepers 
2433,104/108,Fire Energy,Fire,Rare Holo,EX Power Keepers 
2434,105/108,Water Energy,Water,Rare Holo,EX Power Keepers 
2435,106/108,Lightning Energy,Lightning,Rare Holo,EX Power Keepers 
2436,107/108,Psychic Energy,Psychic,Rare Holo,EX Power Keepers 
2437,108/108,Fighting Energy,Fighting,Rare Holo,EX Power Keepers 
2438,1/130,Dialga,Metal,Rare Holo,Diamond & Pearl 
2439,2/130,Dusknoir,Psychic,Rare Holo,Diamond & Pearl 
2440,3/130,Electivire,Lightning,Rare Holo,Diamond & Pearl 
2441,4/130,Empoleon,Water,Rare Holo,Diamond & Pearl 
2442,5/130,Infernape,Fire,Rare Holo,Diamond & Pearl 
2443,6/130,Lucario,Fighting,Rare Holo,Diamond & Pearl 
2444,7/130,Luxray,Lightning,Rare Holo,Diamond & Pearl 
2445,8/130,Magnezone,Metal,Rare Holo,Diamond & Pearl 
2446,9/130,Manaphy,Water,Rare Holo,Diamond & Pearl 
2447,10/130,Mismagius,Psychic,Rare Holo,Diamond & Pearl 
2448,11/130,Palkia,Water,Rare Holo,Diamond & Pearl 
2449,12/130,Rhyperior,Fighting,Rare Holo,Diamond & Pearl 
2450,13/130,Roserade,Grass,Rare Holo,Diamond & Pearl 
2451,14/130,Shiftry,Darkness,Rare Holo,Diamond & Pearl 
2452,15/130,Skuntank,Darkness,Rare Holo,Diamond & Pearl 
2453,16/130,Staraptor,Colorless,Rare Holo,Diamond & Pearl 
2454,17/130,Torterra,Grass,Rare Holo,Diamond & Pearl 
2455,18/130,Azumarill,Water,Rare,Diamond & Pearl 
2456,19/130,Beautifly,Grass,Rare,Diamond & Pearl 
2457,20/130,Bibarel,Colorless,Rare,Diamond & Pearl 
2458,21/130,Carnivine,Grass,Rare,Diamond & Pearl 
2459,22/130,Clefable,Colorless,Rare,Diamond & Pearl 
2460,23/130,Drapion,Psychic,Rare,Diamond & Pearl 
2461,24/130,Drifblim,Psychic,Rare,Diamond & Pearl 
2462,25/130,Dustox,Grass,Rare,Diamond & Pearl 
2463,26/130,Floatzel,Water,Rare,Diamond & Pearl 
2464,27/130,Gengar,Psychic,Rare,Diamond & Pearl 
2465,28/130,Heracross,Grass,Rare,Diamond & Pearl 
2466,29/130,Hippowdon,Fighting,Rare,Diamond & Pearl 
2467,30/130,Lopunny,Colorless,Rare,Diamond & Pearl 
2468,31/130,Machamp,Fighting,Rare,Diamond & Pearl 
2469,32/130,Medicham,Fighting,Rare,Diamond & Pearl 
2470,33/130,Munchlax,Colorless,Rare,Diamond & Pearl 
2471,34/130,Noctowl,Colorless,Rare,Diamond & Pearl 
2472,35/130,Pachirisu,Lightning,Rare,Diamond & Pearl 
2473,36/130,Purugly,Colorless,Rare,Diamond & Pearl 
2474,37/130,Snorlax,Colorless,Rare,Diamond & Pearl 
2475,38/130,Steelix,Metal,Rare,Diamond & Pearl 
2476,39/130,Vespiquen,Grass,Rare,Diamond & Pearl 
2477,40/130,Weavile,Darkness,Rare,Diamond & Pearl 
2478,41/130,Wobbuffet,Psychic,Rare,Diamond & Pearl 
2479,42/130,Wynaut,Psychic,Rare,Diamond & Pearl 
2480,43/130,Budew,Grass,Uncommon,Diamond & Pearl 
2481,44/130,Cascoon,Grass,Uncommon,Diamond & Pearl 
2482,45/130,Cherrim,Grass,Uncommon,Diamond & Pearl 
2483,46/130,Drifloon,Psychic,Uncommon,Diamond & Pearl 
2484,47/130,Dusclops,Psychic,Uncommon,Diamond & Pearl 
2485,48/130,Elekid,Lightning,Uncommon,Diamond & Pearl 
2486,49/130,Grotle,Grass,Uncommon,Diamond & Pearl 
2487,50/130,Haunter,Psychic,Uncommon,Diamond & Pearl 
2488,51/130,Hippopotas,Fighting,Uncommon,Diamond & Pearl 
2489,52/130,Luxio,Lightning,Uncommon,Diamond & Pearl 
2490,53/130,Machoke,Fighting,Uncommon,Diamond & Pearl 
2491,54/130,Magneton,Metal,Uncommon,Diamond & Pearl 
2492,55/130,Mantyke,Water,Uncommon,Diamond & Pearl 
2493,56/130,Monferno,Fire,Uncommon,Diamond & Pearl 
2494,57/130,Nuzleaf,Darkness,Uncommon,Diamond & Pearl 
2495,58/130,Prinplup,Water,Uncommon,Diamond & Pearl 
2496,59/130,Rapidash,Fire,Uncommon,Diamond & Pearl 
2497,60/130,Rhydon,Fighting,Uncommon,Diamond & Pearl 
2498,61/130,Riolu,Fighting,Uncommon,Diamond & Pearl 
2499,62/130,Seaking,Water,Uncommon,Diamond & Pearl 
2500,63/130,Silcoon,Grass,Uncommon,Diamond & Pearl 
2501,64/130,Staravia,Colorless,Uncommon,Diamond & Pearl 
2502,65/130,Unown A,Psychic,Uncommon,Diamond & Pearl 
2503,66/130,Unown B,Psychic,Uncommon,Diamond & Pearl 
2504,67/130,Unown C,Psychic,Uncommon,Diamond & Pearl 
2505,68/130,Unown D,Psychic,Uncommon,Diamond & Pearl 
2506,69/130,Azurill,Colorless,Common,Diamond & Pearl 
2507,70/130,Bidoof,Colorless,Common,Diamond & Pearl 
2508,71/130,Bonsly,Fighting,Common,Diamond & Pearl 
2509,72/130,Buizel,Water,Common,Diamond & Pearl 
2510,73/130,Buneary,Colorless,Common,Diamond & Pearl 
2511,74/130,Chatot,Colorless,Common,Diamond & Pearl 
2512,75/130,Cherubi,Grass,Common,Diamond & Pearl 
2513,76/130,Chimchar,Fire,Common,Diamond & Pearl 
2514,77/130,Clefairy,Colorless,Common,Diamond & Pearl 
2515,78/130,Cleffa,Colorless,Common,Diamond & Pearl 
2516,79/130,Combee,Grass,Common,Diamond & Pearl 
2517,80/130,Duskull,Psychic,Common,Diamond & Pearl 
2518,81/130,Electabuzz,Lightning,Common,Diamond & Pearl 
2519,82/130,Gastly,Psychic,Common,Diamond & Pearl 
2520,83/130,Glameow,Colorless,Common,Diamond & Pearl 
2521,84/130,Goldeen,Water,Common,Diamond & Pearl 
2522,85/130,Hoothoot,Colorless,Common,Diamond & Pearl 
2523,86/130,Machop,Fighting,Common,Diamond & Pearl 
2524,87/130,Magnemite,Metal,Common,Diamond & Pearl 
2525,88/130,Marill,Water,Common,Diamond & Pearl 
2526,89/130,Meditite,Fighting,Common,Diamond & Pearl 
2527,90/130,Mime Jr.,Psychic,Common,Diamond & Pearl 
2528,91/130,Misdreavus,Psychic,Common,Diamond & Pearl 
2529,92/130,Onix,Fighting,Common,Diamond & Pearl 
2530,93/130,Piplup,Water,Common,Diamond & Pearl 
2531,94/130,Ponyta,Fire,Common,Diamond & Pearl 
2532,95/130,Rhyhorn,Fighting,Common,Diamond & Pearl 
2533,96/130,Roselia,Grass,Common,Diamond & Pearl 
2534,97/130,Seedot,Grass,Common,Diamond & Pearl 
2535,98/130,Shinx,Lightning,Common,Diamond & Pearl 
2536,99/130,Skorupi,Psychic,Common,Diamond & Pearl 
2537,100/130,Sneasel,Darkness,Common,Diamond & Pearl 
2538,101/130,Starly,Colorless,Common,Diamond & Pearl 
2539,102/130,Stunky,Darkness,Common,Diamond & Pearl 
2540,103/130,Turtwig,Grass,Common,Diamond & Pearl 
2541,104/130,Wurmple,Grass,Common,Diamond & Pearl 
2542,105/130,Double Full Heal,T,Uncommon,Diamond & Pearl 
2543,106/130,Energy Restore,T,Uncommon,Diamond & Pearl 
2544,107/130,Energy Switch,T,Uncommon,Diamond & Pearl 
2545,108/130,Night Pokémon Center,T,Uncommon,Diamond & Pearl 
2546,109/130,PlusPower,T,Uncommon,Diamond & Pearl 
2547,110/130,Poké Ball,T,Uncommon,Diamond & Pearl 
2548,111/130,Pokédex HANDY910is,T,Uncommon,Diamond & Pearl 
